Country,Year,Production,Unit,Commodity,Source,iso3
Kazakhstan,2017,36.37815225,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2017,635.5608626106193,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2017,58.67748279252703,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2017,53.60680186823991,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2017,14.46632304509482,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2017,213.85007040901587,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2017,10.117798394180472,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2017,9.33948356031,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2017,16.24664024532257,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2017,32.323413951955104,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2017,170.53588086525102,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2017,109.250209,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2017,3.4872500000000004,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2017,52.73351866260559,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2017,92.9765375,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2017,48.811271899414066,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2017,14.17943336283955,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2017,47.20561895092501,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2017,110.29464854342147,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2017,26.592672399562503,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2017,12.854908143834583,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2017,149.1994837758112,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2017,27.693324342697775,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2017,83.19047222222223,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2017,79.58310927336183,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2017,17.79889167385075,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2017,34.651497646197974,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2017,35.94651488535107,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2017,9.52069,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2018,176.776825,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2018,39.78494296966145,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2018,840.9361710374257,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2018,39.42329136772491,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2018,17.331442371321977,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2018,25.162356744324814,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2018,12.376339025270719,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2018,12.811485579619651,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2018,33.96111315452831,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2018,31.61909951728959,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2018,4.292761380257612,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2018,5.541774084,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2018,5.189196921924324,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2018,32.483333333333334,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2018,119.98162602155625,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2018,3.9813055555555557,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2018,9.957649555555555,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2018,19.68534906588004,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2018,40.552697699999996,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2018,18.758467500000002,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2018,39.178377225000006,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2018,669.105861519174,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2018,61.51671583087513,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2018,58.28514999999999,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2018,14.64745613545118,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2018,220.12517000000003,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2018,10.573735556445268,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2018,9.938046596220003,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2018,16.850891275885893,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2018,36.33264798349226,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2018,175.20287905953506,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2018,112.1,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2018,3.4684,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2018,46.4334,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2018,93.84375,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2018,58.559000988769526,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2018,13.97951531473295,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2018,48.26955379754999,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2018,127.40185965179003,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2018,26.5817704123125,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2018,12.56527211069798,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2018,161.41885447394293,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2018,27.49148647830508,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2018,82.97919444444446,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2018,76.11899702106139,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2018,16.9717083516612,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2018,34.20010389401467,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2018,34.72811587170939,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2018,9.659650000000001,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2019,169.62695000000002,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2019,38.58626017397518,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2019,928.1110840340241,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2019,41.61525989194997,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2019,15.094989630599803,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2019,25.746527047725653,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2019,12.618219510446552,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2019,13.495792144765218,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2019,34.56089049646299,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2019,25.576218649678385,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2019,3.2025567791827783,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2019,5.330759364,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2019,4.621247438186818,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2019,27.744444444444447,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2019,113.2418427009,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2019,3.9851944444444447,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2019,9.622586638888887,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2019,19.40142576204523,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2019,39.2909121,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2019,23.938213949999998,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2019,33.495978175000005,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2019,679.0268684513276,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2019,63.16318406604542,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2019,57.45841076696164,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2019,16.26596319495,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2019,228.313985,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2019,10.966853841593382,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2019,9.961799097645,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2019,13.2544,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2019,36.69019463672237,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2019,177.15246550079348,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2019,111.15,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2019,3.327025,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2019,53.71912570138776,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2019,86.95225,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2019,64.9387489501953,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2019,16.047520041868452,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2019,49.279148609025,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2019,146.10238801538463,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2019,25.284433929562503,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2019,12.980136056971185,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2019,176.7414454277286,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2019,26.905523886957724,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2019,75.57469444444445,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2019,77.4808510026438,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2019,18.481904992882555,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2019,32.69342934931912,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2019,35.77268710684645,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2019,9.843,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2020,165.613,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2020,36.115511038900806,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2020,924.8129266859414,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2020,38.292528487675,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2020,14.692499477138819,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2020,24.236338849929197,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2020,12.455030933897476,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2020,13.206778248149675,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2020,29.46526416157488,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2020,21.561087756252615,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2020,1.3796929768583337,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2020,4.53242034,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2020,3.912090708459415,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2020,20.09166666666667,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2020,110.33127152891025,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2020,3.9287777777777784,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2020,8.59632138888889,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2020,19.117502458210424,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2020,39.571421400000006,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2020,25.8648485,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2020,30.61420905,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2020,638.4466560324483,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2020,66.01465040195117,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2020,47.10117256637167,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2020,16.369667047368804,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2020,235.775535,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2020,7.005353841593383,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2020,14.66954488008,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2020,12.238850000000001,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2020,36.93040494526569,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2020,174.93483781720008,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2020,113.05,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2020,2.92175,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2020,53.68787385,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2020,81.4246125,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2020,58.46517415771484,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2020,12.699712072345603,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2020,49.431139301399995,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2020,145.71638020075315,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2020,23.730900746437502,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2020,12.640789736722223,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2020,194.00921828908548,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2020,23.760626555099513,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2020,66.4388888888889,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2020,73.09279348019514,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2020,17.50686506639314,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2020,30.58831192647956,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2020,32.701579243448634,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2020,8.839400000000001,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2021,172.34924999999998,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2021,34.33781318596483,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2021,944.4559037972282,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2021,38.60849458374995,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2021,15.149697063383746,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2021,24.33267807291687,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2021,12.566442702400122,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2021,12.434072134663108,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2021,24.722997071116467,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2021,28.059107252315357,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2021,1.4660419280824741,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2021,4.536816480000001,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2021,3.1841406211324754,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2021,18.022222222222226,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2021,113.255697462138,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2021,3.884277777777778,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2021,8.635686555555559,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2021,18.73893805309735,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2021,32.7864132,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2021,31.80831575,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2021,26.695502000000005,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2021,702.1168565877581,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2021,79.28359513274339,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2021,50.91885168387414,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2021,16.620808881874574,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2021,242.84880105000002,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2021,9.106959994071397,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2021,18.32743009953,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2021,12.091608500637124,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2021,40.2519569483352,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2021,176.9803994411322,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2021,114.46067628,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2021,3.1102499999999997,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2021,53.12260286929347,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2021,101.0981125,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2021,67.79943289184571,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2021,15.260957229645754,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2021,52.44081853946956,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2021,147.92602331205157,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2021,23.610978886687498,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2021,11.534708847393818,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2021,209.2128810226155,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2021,28.538813383206804,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2021,66.54733333333334,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2021,78.97793723426122,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2021,17.17364623456745,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2021,32.66142713349959,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2021,31.525940764302582,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2021,7.1989,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2022,184.8203,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2022,36.108473710394236,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2022,990.7006107777377,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2022,41.65244289457501,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2022,13.598545755417419,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2022,23.002668726461472,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2022,12.432279020159003,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2022,14.95514427202167,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2022,25.97988454677016,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2022,29.05554566581414,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2022,1.4723673544553908,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2022,4.2572750593904995,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2022,3.158103882898013,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2022,14.980555555555554,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2022,122.94271795286402,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2022,3.804361111111111,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2022,8.750568888888889,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2022,17.54646017699115,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2022,38.1181959,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2022,34.13404500000001,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2022,27.600664900000005,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2022,618.3681940471978,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2022,78.2681907571288,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2022,48.909006882989175,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2022,15.768700509872351,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2022,247.705777071,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2022,9.289099193952826,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2022,20.845195250579998,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2022,13.188850000000002,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2022,42.11118045357026,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2022,178.47829597576126,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2022,116.74988980559999,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2022,2.5447499999999996,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2022,54.185054926679335,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2022,97.63215,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2022,64.48818333740235,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2022,14.559605388747187,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2022,47.119420988925626,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2022,154.23913416054663,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2022,22.512603671249998,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2022,10.593099961892273,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2022,221.84144542772862,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2022,29.801926992227862,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2022,65.49913888888888,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2022,83.00274774427318,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2022,16.845528717249483,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2022,28.628294134824824,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2022,25.343555251271802,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2022,7.797200000000002,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2023,189.82617499999998,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2023,38.53285506888135,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2023,1033.0100913099566,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2023,41.59336212889998,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2023,11.807304485785355,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2023,23.422761143204756,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2023,12.061200328307882,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2023,15.424944963891102,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2023,24.993606042993825,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2023,29.683372880704827,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2023,1.3512259521511814,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2023,3.8061187027960317,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2023,2.8462662748426273,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2023,9.85277777777778,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2023,116.119304582927,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2023,3.672277777777778,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2023,8.899472547000002,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2023,17.69788593903638,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2023,34.48967759999999,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2023,35.558659999999996,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2023,29.536112565656254,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2023,586.3821998724187,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2023,76.2984255162242,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2023,44.207236971484754,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2023,15.75708477280042,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2023,259.7375,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2023,10.414849193952826,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2023,19.803773340000003,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2023,14.769479,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2023,43.15269696759325,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2023,180.97658656642366,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2023,117.3546975610213,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2023,2.599415,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2023,55.268756025212916,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2023,101.52642499999999,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2023,57.10040508422852,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2023,14.832543010852115,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2023,44.35072118521023,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2023,150.71116284526676,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2023,21.10324926950625,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2023,9.98205868255594,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2023,234.25835791543756,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2023,31.585488535476742,billion cubic metres,gas,Energy Institute Statistical Review,IND
