Country,Year,Production,Unit,Commodity,Source,iso3
Guyana,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1979,192.65010410958905,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1979,214.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1979,2424.9999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1979,8.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1979,36.22589863013699,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1979,407.00000000000006,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1979,264.66227397260275,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1979,1623.398794520548,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1979,3217.5890410958905,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1979,3488.550684931507,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1979,2623.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1979,295.00000000000006,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1979,506.0,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1979,9841.627,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1979,167.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1979,1830.6900000000003,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1979,1282.8773013698626,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1979,146.16986301369866,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1979,53.575232876712334,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1979,509.32000000000016,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1979,196.2284383561644,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1979,2139.0,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1979,2301.995,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1979,116.63517808219181,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1979,491.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1979,261.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1979,2131.7246575342465,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1979,264.87032876712334,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1979,1590.0,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1979,281.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1979,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1980,1764.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1980,2129.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1980,10169.626,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1980,505.7103825136612,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1980,187.77819226040964,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1980,131.0,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1980,206.0,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1980,195.96081967213115,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1980,212.0,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1980,2228.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1980,5.999999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1980,35.49469398907104,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1980,528.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1980,250.1191530054645,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1980,1676.1385792349727,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1980,1478.9617486338798,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1980,2657.51912568306,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1980,1757.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1980,285.0,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1980,475.5344262295082,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1980,10269.499999999998,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1980,158.0,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1980,1734.8910000000003,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1980,1134.182393442623,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1980,150.3865573770492,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1980,61.28262295081967,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1980,580.120218579235,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1980,177.65696721311477,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1980,1862.0,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1980,2058.0000000000005,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1980,118.22849726775958,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1980,460.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1980,240.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1980,2121.8948087431695,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1980,193.37286885245902,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1980,1576.9999999999998,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1980,275.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1980,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1981,1610.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1981,2553.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1981,10180.572999999999,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1981,518.9254794520548,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1981,220.02100913372198,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1981,140.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1981,213.0,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1981,193.9621780821918,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1981,189.0,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1981,2163.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1981,15.000000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1981,31.04531506849315,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1981,512.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1981,253.54093150684932,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1981,1867.7111232876712,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1981,1321.0312328767125,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1981,906.9068493150685,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1981,1186.9999999999998,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1981,329.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1981,421.1095890410959,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1981,10256.0,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1981,163.99999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1981,1540.2999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1981,1029.2794520547945,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1981,145.31720547945207,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1981,79.54816438356166,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1981,628.0038356164383,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1981,153.24964383561644,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1981,1253.0,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1981,1439.6,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1981,113.91734246575344,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1981,449.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1981,175.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1981,2032.7194520547944,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1981,309.4938356164384,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1981,1602.0,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1981,259.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1981,1.6,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1981,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1982,1589.9999999999998,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1982,3001.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1982,10198.534,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1982,517.0821917808219,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1982,267.91467273669423,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1982,147.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1982,213.0,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1982,196.05989589041098,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1982,176.99999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1982,1954.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1982,34.00000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1982,36.83852876712329,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1982,532.0,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1982,255.55731506849318,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1982,2166.716602739726,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1982,2396.9243835616435,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1982,988.1808219178081,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1982,862.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1982,338.0,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1982,344.5249315068494,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1982,6961.0,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1982,154.99999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1982,1361.8,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1982,1039.6561643835616,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1982,130.1317808219178,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1982,88.31572602739726,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1982,650.7852054794522,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1982,156.0534794520548,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1982,1176.0,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1982,1287.0,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1982,108.41846575342467,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1982,443.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1982,179.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1982,2050.7934246575346,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1982,411.7869041095891,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1982,1337.0,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1982,304.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1982,5.8999999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1982,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1983,1661.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1983,2930.0,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1983,10246.668,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1983,520.172602739726,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1983,339.4241147905476,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1983,158.0,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1983,239.99999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1983,171.107701369863,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1983,160.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1983,1852.0000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1983,42.99999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1983,46.7275397260274,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1983,660.9999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1983,252.49158904109586,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1983,2422.0737534246573,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1983,2453.584657534246,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1983,1105.7287671232873,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1983,1117.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1983,390.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1983,315.59890410958906,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1983,4951.41,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1983,161.0,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1983,1293.022,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1983,1026.9339726027397,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1983,178.44904109589044,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1983,104.06630136986303,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1983,711.8057534246576,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1983,157.59558904109588,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1983,1151.0,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1983,1235.5,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1983,116.55090410958904,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1983,431.0,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1983,179.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1983,2130.1180821917806,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1983,525.417095890411,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1983,1419.0,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1983,385.00000000000006,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1983,13.300000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1983,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1984,1775.0,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1984,2941.9999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1984,10508.951000000001,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1984,509.0065573770492,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1984,473.72709732659496,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1984,173.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1984,261.00000000000006,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1984,185.08169125683062,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1984,170.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1984,1852.9999999999998,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1984,47.0,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1984,47.2616393442623,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1984,751.9999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1984,248.92904371584697,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1984,2652.127759562841,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1984,2042.535519125683,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1984,1227.983606557377,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1984,1229.0,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1984,418.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
Qatar,1984,353.0163934426229,thousand barrels per day,oil,Energy Institute Statistical Review,QAT
Saudi Arabia,1984,4534.080999999999,thousand barrels per day,oil,Energy Institute Statistical Review,SAU
Syria,1984,162.0,thousand barrels per day,oil,Energy Institute Statistical Review,SYR
United Arab Emirates,1984,1246.021,thousand barrels per day,oil,Energy Institute Statistical Review,ARE
Yemen,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,YEM
Algeria,1984,1122.4890710382515,thousand barrels per day,oil,Energy Institute Statistical Review,DZA
Angola,1984,203.95721311475413,thousand barrels per day,oil,Energy Institute Statistical Review,AGO
Chad,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,TCD
Republic of the Congo,1984,116.54918032786885,thousand barrels per day,oil,Energy Institute Statistical Review,COG
Egypt,1984,815.9439890710382,thousand barrels per day,oil,Energy Institute Statistical Review,EGY
Equatorial Guinea,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GNQ
Gabon,1984,174.36147540983606,thousand barrels per day,oil,Energy Institute Statistical Review,GAB
Libya,1984,1022.0,thousand barrels per day,oil,Energy Institute Statistical Review,LBY
Nigeria,1984,1388.0,thousand barrels per day,oil,Energy Institute Statistical Review,NGA
South Sudan,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SSD
Sudan,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,SDN
Tunisia,1984,115.13989071038253,thousand barrels per day,oil,Energy Institute Statistical Review,TUN
Australia,1984,562.7667187417798,thousand barrels per day,oil,Energy Institute Statistical Review,AUS
Brunei,1984,172.0,thousand barrels per day,oil,Energy Institute Statistical Review,BRN
China,1984,2295.3314207650274,thousand barrels per day,oil,Energy Institute Statistical Review,CHN
India,1984,582.959262295082,thousand barrels per day,oil,Energy Institute Statistical Review,IND
Indonesia,1984,1504.9999999999998,thousand barrels per day,oil,Energy Institute Statistical Review,IDN
Malaysia,1984,446.0,thousand barrels per day,oil,Energy Institute Statistical Review,MYS
Thailand,1984,23.799999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,THA
Vietnam,1984,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,VNM
Canada,1985,1812.7952109936516,thousand barrels per day,oil,Energy Institute Statistical Review,CAN
Mexico,1985,2911.9999999999995,thousand barrels per day,oil,Energy Institute Statistical Review,MEX
United States,1985,10580.378,thousand barrels per day,oil,Energy Institute Statistical Review,USA
Argentina,1985,490.7945205479452,thousand barrels per day,oil,Energy Institute Statistical Review,ARG
Brazil,1985,560.9602414720431,thousand barrels per day,oil,Energy Institute Statistical Review,BRA
Colombia,1985,183.00000000000003,thousand barrels per day,oil,Energy Institute Statistical Review,COL
Ecuador,1985,286.0,thousand barrels per day,oil,Energy Institute Statistical Review,ECU
Guyana,1985,0.0,thousand barrels per day,oil,Energy Institute Statistical Review,GUY
Peru,1985,189.45958630136985,thousand barrels per day,oil,Energy Institute Statistical Review,PER
Trinidad and Tobago,1985,175.99999999999997,thousand barrels per day,oil,Energy Institute Statistical Review,TTO
Venezuela,1985,1744.0,thousand barrels per day,oil,Energy Institute Statistical Review,VEN
Denmark,1985,60.00000000000001,thousand barrels per day,oil,Energy Institute Statistical Review,DNK
Italy,1985,49.68517260273972,thousand barrels per day,oil,Energy Institute Statistical Review,ITA
Norway,1985,822.9999999999999,thousand barrels per day,oil,Energy Institute Statistical Review,NOR
Romania,1985,235.62789041095888,thousand barrels per day,oil,Energy Institute Statistical Review,ROU
United Kingdom,1985,2695.4223561643835,thousand barrels per day,oil,Energy Institute Statistical Review,GBR
Azerbaijan,1985,273.5178082191781,thousand barrels per day,oil,Energy Institute Statistical Review,AZE
Kazakhstan,1985,484.76712328767127,thousand barrels per day,oil,Energy Institute Statistical Review,KAZ
Russian Federation,1985,10862.591671232878,thousand barrels per day,oil,Energy Institute Statistical Review,RUS
Turkmenistan,1985,142.22465753424657,thousand barrels per day,oil,Energy Institute Statistical Review,TKM
Uzbekistan,1985,54.608219178082194,thousand barrels per day,oil,Energy Institute Statistical Review,UZB
Iran,1985,2205.2054794520545,thousand barrels per day,oil,Energy Institute Statistical Review,IRN
Iraq,1985,1425.2920547945207,thousand barrels per day,oil,Energy Institute Statistical Review,IRQ
Kuwait,1985,1127.0000000000002,thousand barrels per day,oil,Energy Institute Statistical Review,KWT
Oman,1985,501.99999999999994,thousand barrels per day,oil,Energy Institute Statistical Review,OMN
